1,STATE,STATE ABBREVIATION,D,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL VOTES,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,,,
4475,Tennessee,TN,07,H2TN06030,(I),Marsha ,Blackburn,"Blackburn, Marsha ",,R,"97,088",,,,"158,916",72.37%,,,,,,
4476,Tennessee,TN,07,n/a,,,,,Party Votes:,R,"97,088",,,,,,,,,,,
4477,Tennessee,TN,07,H2TN07214,,Greg ,Rabidoux,"Rabidoux, Greg ",,D,"23,235",,,,"54,347",24.75%,,,,,,
4478,Tennessee,TN,07,n/a,,,,,Party Votes:,D,"23,235",,,,,,,,,,,
4479,Tennessee,TN,07,H0TN07230 ,,J. W. (Bill) ,Stone,"Stone, J. W. (Bill) ",,IND,,,,,"6,320",2.88%,,,,,,
4480,Tennessee,TN,07,n/a,,,,,District Votes:,,"120,323",,,,"219,583",,,,,,,
4481,Tennessee,TN,,n/a,,,,,,,,,,,,,,,,,,
4482,Tennessee,TN,08,H0TN08246,,Stephen Lee,Fincher,"Fincher, Stephen Lee",,R,"35,024",,,,"98,759",58.99%,,,,,,
4483,Tennessee,TN,08,H0TN08261,,Ron ,Kirkland,"Kirkland, Ron ",,R,"17,637",,,,,,,,,,,
4484,Tennessee,TN,08,H0TN08287,,George  ,Flinn,"Flinn, George  ",,R,"17,308",,,,,,,,,,,
4485,Tennessee,TN,08,H0TN08303,,Randy ,Smith,"Smith, Randy ",,R,"1,546",,,,,,,,,,,
4486,Tennessee,TN,08,H0TN08337 ,,Ben ,Watts,"Watts, Ben ",,R,720,,,,,,,,,,,
4487,Tennessee,TN,08,H2TN08077,,James,Hart,"Hart, James",,W(R)/W,4,,,,9,0.01%,,,,,,
4488,Tennessee,TN,08,n/a,,,,,Party Votes:,R,"72,239",,,,,,,,,,,
4489,Tennessee,TN,08,H0TN08253,,Roy,Herron,"Herron, Roy",,D,"27,139",,,,"64,960",38.80%,,,,,,
4490,Tennessee,TN,08,H0TN08311 ,,Kimberlee E.,Smith,"Smith, Kimberlee E.",,D,"12,971",,,,,,,,,,,
4491,Tennessee,TN,08,n/a,,,,,Party Votes:,D,"40,110",,,,,,,,,,,
4492,Tennessee,TN,08,H0TN08238,,Donn ,Janes,"Janes, Donn ",,IND,,,,,"2,440",1.46%,,,,,,
4493,Tennessee,TN,08,H0TN08329 ,,Mark J. ,Rawles,"Rawles, Mark J. ",,IND,,,,,"1,237",0.74%,,,,,,
4494,Tennessee,TN,08,n/a,,,,,District Votes:,,"112,349",,,,"167,405",,,,,,,
4495,Tennessee,TN,,n/a,,,,,,,,,,,,,,,,,,
4496,Tennessee,TN,09,H6TN09068,(I),Steve,Cohen,"Cohen, Steve",,D,"63,402",,,,"99,827",74.00%,,,,,,
4497,Tennessee,TN,09,H0TN09046,,Willie W. ,Herenton,"Herenton, Willie W. ",,D,"17,153",,,,,,,,,,,
4498,Tennessee,TN,09,n/a,,,,,Party Votes:,D,"80,555",,,,,,,,,,,
4499,Tennessee,TN,09,H0TN09061,,Charlotte ,Bergmann,"Bergmann, Charlotte ",,R,"13,295",,,,"33,879",25.11%,,,,,,
4500,Tennessee,TN,09,H0TN09095,,James,Harrell,"Harrell, James",,R,"7,165",,,,,,,,,,,
4501,Tennessee,TN,09,H0TN09053,,Kevin,Millen,"Millen, Kevin",,R,"1,199",,,,,,,,,,,
4502,Tennessee,TN,09,n/a,,,,,Party Votes:,R,"21,659",,,,,,,,,,,
4503,Tennessee,TN,09,H0TN09087 ,,Sandra ,Sullivan,"Sullivan, Sandra ",,IND,,,,,673,0.50%,,,,,,
4504,Tennessee,TN,09,H0TN09079,,Perry ,Steele,"Steele, Perry ",,IND,,,,,528,0.39%,,,,,,
4505,Tennessee,TN,09,n/a,,,,,District Votes:,,"102,214",,,,"134,907",,,,,,,
4506,Tennessee,TN,H,n/a,,,,,Total State Votes:,,"940,002",,,,"1,559,129",,,,,,,
4507,,,,n/a,,,,,,,,,,,,,,,,,,
4508,Texas,TX,01,H4TX04039,(I),Louie ,Gohmert,"Gohmert, Louie ",,R,"54,478",100.00%,,,"129,398",89.73%,,,,,,
4509,Texas,TX,01,n/a,,,,,Party Votes:,R,"54,478",,,,,,,,,,,
4510,Texas,TX,01,H0TX01090,,"Charles F., III",Parkes,"Parkes, Charles F., III",,LIB,*,,,,"14,811",10.27%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4511,Texas,TX,01,H6TX01220,,Donald,Perkison,"Perkison, Donald",,LIB,,,,,,,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4512,Texas,TX,01,n/a,,,,,District Votes:,,"54,478",,,,"144,209",,,,,,,
4513,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4514,Texas,TX,02,H4TX02108,(I),Ted,Poe,"Poe, Ted",,R,"39,685",100.00%,,,"130,020",88.61%,,,,,,
4515,Texas,TX,02,n/a,,,,,Party Votes:,R,"39,685",,,,,,,,,,,
4516,Texas,TX,02,H0TX02072,,David W.,Smith,"Smith, David W.",,LIB,*,,,,"16,711",11.39%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4517,Texas,TX,02,n/a,,,,,District Votes:,,"39,685",,,,"146,731",,,,,,,
4518,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4519,Texas,TX,03,H2TX03118,(I),Sam,Johnson,"Johnson, Sam",,R,"40,661",100.00%,,,"101,180",66.28%,,,,,,
4520,Texas,TX,03,n/a,,,,,Party Votes:,R,"40,661",,,,,,,,,,,
4521,Texas,TX,03,H0TX03088,,John,Lingenfelder,"Lingenfelder, John",,D,"5,306",100.00%,,,"47,848",31.34%,,,,,,
4522,Texas,TX,03,n/a,,,,,Party Votes:,D,"5,306",,,,,,,,,,,
4523,Texas,TX,03,H2TX27117,,Christopher J.,Claytor,"Claytor, Christopher J.",,LIB,*,,,,"3,602",2.36%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4524,Texas,TX,03,H8TX03065,,Harry,Pierce,"Pierce, Harry",,W,,,,,22,0.01%,,,,,,
4525,Texas,TX,03,n/a,,,,,District Votes:,,"45,967",,,,"152,652",,,,,,,
4526,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4527,Texas,TX,04,H0TX04037,(I),Ralph M.,Hall,"Hall, Ralph M.",,R,"39,579",57.36%,,,"136,338",73.19%,,,,,,
4528,Texas,TX,04,H4TX04070,,Steve,Clark,"Clark, Steve",,R,"20,496",29.70%,,,,,,,,,,
4529,Texas,TX,04,H0TX04102,,John,Cooper,"Cooper, John",,R,"3,748",5.43%,,,,,,,,,,
4530,Texas,TX,04,H6TX04067,,Jerry Ray (Tea),Hall,"Hall, Jerry Ray (Tea)",,R,"3,190",4.62%,,,,,,,,,,
4531,Texas,TX,04,H0TX04136,,Lou,Gigliotti,"Gigliotti, Lou",,R,"1,044",1.51%,,,,,,,,,,
4532,Texas,TX,04,H8TX04121,,Joshua,Kowert,"Kowert, Joshua",,R,947,1.37%,,,,,,,,,,
4533,Texas,TX,04,n/a,,,,,Party Votes:,R,"69,004",,,,,,,,,,,
4534,Texas,TX,04,H8TX04139,,VaLinda,Hathcox,"Hathcox, VaLinda",,D,"13,783",100.00%,,,"40,975",22.00%,,,,,,
4535,Texas,TX,04,n/a,,,,,Party Votes:,D,"13,783",,,,,,,,,,,
4536,Texas,TX,04,H0TX04110,,Jim D.,Prindle,"Prindle, Jim D.",,LIB,*,,,,"4,729",2.54%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4537,Texas,TX,04,H0TX04144,,Shane,Shepard,"Shepard, Shane",,IND,,,,,"4,244",2.28%,,,,,,
4538,Texas,TX,04,n/a,,,,,District Votes:,,"82,787",,,,"186,286",,,,,,,
4539,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4540,Texas,TX,05,H2TX05121,(I),Jeb,Hensarling,"Hensarling, Jeb",,R,"49,295",100.00%,,,"106,742",70.53%,,,,,,
4541,Texas,TX,05,n/a,,,,,Party Votes:,R,"49,295",,,,,,,,,,,
4542,Texas,TX,05,H0TX05091,,Tom,Berry,"Berry, Tom",,D,"17,262",100.00%,,,"41,649",27.52%,,,,,,
4543,Texas,TX,05,n/a,,,,,Party Votes:,D,"17,262",,,,,,,,,,,
4544,Texas,TX,05,H8TX05052,,Ken,Ashby,"Ashby, Ken",,LIB,*,,,,"2,958",1.95%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4545,Texas,TX,05,n/a,,,,,District Votes:,,"66,557",,,,"151,349",,,,,,,
4546,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4547,Texas,TX,06,H4TX06117,(I),Joe L. ,Barton,"Barton, Joe L. ",,R,"46,095",100.00%,,,"107,140",65.91%,,,,,,
4548,Texas,TX,06,n/a,,,,,Party Votes:,R,"46,095",,,,,,,,,,,
4549,Texas,TX,06,H0TX06065,,David E.,Cozad,"Cozad, David E.",,D,"8,743",100.00%,,,"50,717",31.20%,,,,,,
4550,Texas,TX,06,n/a,,,,,Party Votes:,D,"8,743",,,,,,,,,,,
4551,Texas,TX,06,H0TX06073,,Byron,Severns,"Severns, Byron",,LIB,*,,,,"4,700",2.89%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4552,Texas,TX,06,n/a,,,,,District Votes:,,"54,838",,,,"162,557",,,,,,,
4553,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4554,Texas,TX,07,H0TX07055,(I),John,Culberson,"Culberson, John",,R,"43,567",100.00%,,,"143,655",81.45%,,,,,,
4555,Texas,TX,07,n/a,,,,,Party Votes:,R,"43,567",,,,,,,,,,,
4556,Texas,TX,07,H0TX07121,,Bob,Townsend,"Townsend, Bob",,LIB,*,,,,"31,704",17.98%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4557,Texas,TX,07,H8TX07066,,Drew,Parks,"Parks, Drew",,LIB,,,,,,,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4558,Texas,TX,07,H0TX07147,,Lissa,Squiers,"Squiers, Lissa",,W,,,,,"1,019",0.58%,,,,,,
4559,Texas,TX,07,n/a,,,,,District Votes:,,"43,567",,,,"176,378",,,,,,,
4560,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4561,Texas,TX,08,H6TX08100,(I),Kevin,Brady,"Brady, Kevin",,R,"52,595",79.31%,,,"161,417",80.27%,,,,,,
4562,Texas,TX,08,H0TX08095,,Scott,Baker,"Baker, Scott",,R,"8,614",12.99%,,,,,,,,,,
4563,Texas,TX,08,H0TX08079,,Tyler,Russell,"Russell, Tyler",,R,"3,542",5.34%,,,,,,,,,,
4564,Texas,TX,08,H0TX08103,,Melecio,Franco,"Franco, Melecio",,R,"1,565",2.36%,,,,,,,,,,
4565,Texas,TX,08,n/a,,,,,Party Votes:,R,"66,316",,,,,,,,,,,
4566,Texas,TX,08,H8TX08056,,Kent,Hargett,"Hargett, Kent",,D,"15,030",100.00%,,,"34,694",17.25%,,,,,,
4567,Texas,TX,08,n/a,,,,,Party Votes:,D,"15,030",,,,,,,,,,,
4568,Texas,TX,08,H0TX08087,,Bruce,West,"West, Bruce",,LIB,*,,,,"4,988",2.48%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4569,Texas,TX,08,n/a,,,,,District Votes:,,"81,346",,,,"201,099",,,,,,,
4570,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4571,Texas,TX,09,H4TX09095,(I),Al,Green,"Green, Al",,D,"21,465",100.00%,,,"80,107",75.74%,,,,,,
4572,Texas,TX,09,n/a,,,,,Party Votes:,D,"21,465",,,,,,,,,,,
4573,Texas,TX,09,H0TX09143,,Steve,Mueller,"Mueller, Steve",,R,"4,629",66.64%,,,"24,201",22.88%,,,,,,
4574,Texas,TX,09,H0TX09135,,Dave,Bannen,"Bannen, Dave",,R,"2,317",33.36%,,,,,,,,,,
4575,Texas,TX,09,n/a,,,,,Party Votes:,R,"6,946",,,,,,,,,,,
4576,Texas,TX,09,H0TX09150,,Michael W.,Hope,"Hope, Michael W.",,LIB,*,,,,"1,459",1.38%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4577,Texas,TX,09,n/a,,,,,District Votes:,,"28,411",,,,"105,767",,,,,,,
4578,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4579,Texas,TX,10,H4TX10093,(I),Michael,McCaul,"McCaul, Michael",,R,"46,881",82.87%,,,"144,980",64.67%,,,,,,
4580,Texas,TX,10,H0TX10182,,Rick,Martin,"Martin, Rick",,R,"5,038",8.90%,,,,,,,,,,
4581,Texas,TX,10,H0TX10174,,Joe,Petronis,"Petronis, Joe",,R,"4,656",8.23%,,,,,,,,,,
4582,Texas,TX,10,n/a,,,,,Party Votes:,R,"56,575",,,,,,,,,,,
4583,Texas,TX,10,H6TX10106,,Ted,Ankrum,"Ankrum, Ted",,D,"15,373",100.00%,,,"74,086",33.05%,,,,,,
4584,Texas,TX,10,n/a,,,,,Party Votes:,D,"15,373",,,,,,,,,,,
4585,Texas,TX,10,H0TX10190,,"Jeremiah ""JP""",Perkins,"Perkins, Jeremiah ""JP""",,LIB,*,,,,"5,105",2.28%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4586,Texas,TX,10,n/a,,,,,District Votes:,,"71,948",,,,"224,171",,,,,,,
4587,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4588,Texas,TX,11,H4TX19136,(I),Mike,Conaway,"Conaway, Mike",,R,"55,610",77.37%,,,"125,581",80.84%,,,,,,
4589,Texas,TX,11,H0TX11115,,Chris,Younts,"Younts, Chris",,R,"9,586",13.34%,,,,,,,,,,
4590,Texas,TX,11,H0TX11123,,Al,Cowan,"Cowan, Al",,R,"6,680",9.29%,,,,,,,,,,
4591,Texas,TX,11,n/a,,,,,Party Votes:,R,"71,876",,,,,,,,,,,
4592,Texas,TX,11,H0TX11131,,James,Quillian,"Quillian, James",,D,"8,378",100.00%,,,"23,989",15.44%,,,,,,
4593,Texas,TX,11,n/a,,,,,Party Votes:,D,"8,378",,,,,,,,,,,
4594,Texas,TX,11,H0TX11149,,James A.,Powell,"Powell, James A.",,LIB,*,,,,"4,321",2.78%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4595,Texas,TX,11,H0TX11156,,Jim,Howe,"Howe, Jim",,GRE,,,,,"1,449",0.93%,,,,,,
4596,Texas,TX,11,n/a,,,,,District Votes:,,"80,254",,,,"155,340",,,,,,,
4597,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4598,Texas,TX,12,H6TX12060,(I),Kay ,Granger,"Granger, Kay ",,R,"40,325",69.97%,,,"109,882",71.86%,,,,,,
4599,Texas,TX,12,H0TX12188,,Mike,Brasovan,"Brasovan, Mike",,R,"10,943",18.99%,,,,,,,,,,
4600,Texas,TX,12,H0TX12204,,Matthew E.,Kelly,"Kelly, Matthew E.",,R,"6,361",11.04%,,,,,,,,,,
4601,Texas,TX,12,n/a,,,,,Party Votes:,R,"57,629",,,,,,,,,,,
4602,Texas,TX,12,H8TX12058,,Tracey,Smith,"Smith, Tracey",,D,"6,849",100.00%,,,"38,434",25.13%,,,,,,
4603,Texas,TX,12,n/a,,,,,Party Votes:,D,"6,849",,,,,,,,,,,
4604,Texas,TX,12,H0TX12212,,Matthew,Solodow,"Solodow, Matthew",,LIB,*,,,,"4,601",3.01%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4605,Texas,TX,12,H0TX12220,,Robert,Harrison,"Harrison, Robert",,LIB,,,,,,,,,,,,
4606,Texas,TX,12,n/a,,,,,District Votes:,,"64,478",,,,"152,917",,,,,,,
4607,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4608,Texas,TX,13,H4TX13014,(I),Mac,Thornberry,"Thornberry, Mac",,R,"59,070",100.00%,,,"113,201",87.05%,,,,,,
4609,Texas,TX,13,n/a,,,,,Party Votes:,R,"59,070",,,,,,,,,,,
4610,Texas,TX,13,H0TX13095,,Keith,Dyer,"Dyer, Keith",,IND,,,,,"11,192",8.61%,,,,,,
4611,Texas,TX,13,H0TX13079,,"John T., Jr.",Burwell,"Burwell, John T., Jr.",,LIB,*,,,,"5,650",4.34%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4612,Texas,TX,13,n/a,,,,,District Votes:,,"59,070",,,,"130,043",,,,,,,
4613,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4614,Texas,TX,14,H6TX22101,(I),Ron,Paul,"Paul, Ron",,R,"45,990",80.77%,,,"140,623",75.99%,,,,,,
4615,Texas,TX,14,H0TX14143,,Tim,Graney,"Graney, Tim",,R,"5,499",9.66%,,,,,,,,,,
4616,Texas,TX,14,H0TX14119,,John,Gay,"Gay, John",,R,"3,004",5.28%,,,,,,,,,,
4617,Texas,TX,14,H0TX14135,,Gerald D.,Wall,"Wall, Gerald D.",,R,"2,448",4.30%,,,,,,,,,,
4618,Texas,TX,14,n/a,,,,,Party Votes:,R,"56,941",,,,,,,,,,,
4619,Texas,TX,14,H0TX14168,,Robert,Pruett,"Pruett, Robert",,D,"6,842",41.59%,"1,575",54.61%,"44,431",24.01%,,,,,,
4620,Texas,TX,14,H0TX14150,,Winston,Cochran,"Cochran, Winston",,D,"5,112",31.07%,"1,309",45.39%,,,,,,,,
4621,Texas,TX,14,H0TX14127,,Jeff,Cherry,"Cherry, Jeff",,D,"4,498",27.34%,,,,,,,,,,
4622,Texas,TX,14,n/a,,,,,Party Votes:,D,"16,452",,"2,884",,,,,,,,,
4623,Texas,TX,14,n/a,,,,,District Votes:,,"73,393",,"2,884",,"185,054",,,,,,,
4624,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4625,Texas,TX,15,H6TX15055,(I),Rubén,Hinojosa,"Hinojosa, Rubén",,D,"37,430",83.71%,,,"53,546",55.73%,,,,,,
4626,Texas,TX,15,H0TX15066,,"Doug ""La Perla""",Purl,"Purl, Doug ""La Perla""",,D,"7,282",16.29%,,,,,,,,,,
4627,Texas,TX,15,n/a,,,,,Party Votes:,D,"44,712",,,,,,,,,,,
4628,Texas,TX,15,H6TX15113,,Eddie,Zamora,"Zamora, Eddie",,R,"4,201",32.54%,"1,558",56.76%,"39,964",41.59%,,,,,,
4629,Texas,TX,15,H4TX15076,,Paul B.,Haring,"Haring, Paul B.",,R,"5,401",41.83%,"1,187",43.24%,,,,,,,,
4630,Texas,TX,15,H0TX15058,,Daniel,Garza,"Garza, Daniel",,R,"3,310",25.64%,,,,,,,,,,
4631,Texas,TX,15,n/a,,,,,Party Votes:,R,"12,912",,"2,745",,,,,,,,,
4632,Texas,TX,15,H0TX15082,,Aaron I.,Cohn,"Cohn, Aaron I.",,LIB,*,,,,"2,570",2.67%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4633,Texas,TX,15,H0TX15074,,Jenell,Redding,"Redding, Jenell",,LIB,,,,,,,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4634,Texas,TX,15,n/a,,,,,District Votes:,,"57,624",,"2,745",,"96,080",,,,,,,
4635,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4636,Texas,TX,16,H6TX00115,(I),Silvestre,Reyes,"Reyes, Silvestre",,D,"26,066",100.00%,,,"49,301",58.07%,,,,,,
4637,Texas,TX,16,n/a,,,,,Party Votes:,D,"26,066",,,,,,,,,,,
4638,Texas,TX,16,H0TX16064,,Tim,Besco,"Besco, Tim",,R,"9,817",100.00%,,,"31,051",36.58%,,,,,,
4639,Texas,TX,16,n/a,,,,,Party Votes:,R,"9,817",,,,,,,,,,,
4640,Texas,TX,16,H0TX16072,,Bill,Collins,"Collins, Bill",,LIB,*,,,,"4,319",5.09%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4641,Texas,TX,16,H0TX16080,,Tim,Collins,"Collins, Tim",,W,,,,,221,0.26%,,,,,,
4642,Texas,TX,16,n/a,,,,,District Votes:,,"35,883",,,,"84,892",,,,,,,
4643,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4644,Texas,TX,17,H0TX17104,,Bill,Flores,"Flores, Bill",,R,"21,479",33.04%,"21,913",65.13%,"106,696",61.80%,,,,,,
4645,Texas,TX,17,H8TX17107,,Rob,Curnock,"Curnock, Rob",,R,"18,679",28.74%,"11,730",34.87%,,,,,,,,
4646,Texas,TX,17,H4TX17072,,Dave,McIntyre,"McIntyre, Dave",,R,"11,870",18.26%,,,,,,,,,,
4647,Texas,TX,17,H0TX17062,,Chuck,Wilson,"Wilson, Chuck",,R,"9,853",15.16%,,,,,,,,,,
4648,Texas,TX,17,H0TX17070,,Timothy,Delasandro,"Delasandro, Timothy",,R,"3,119",4.80%,,,,,,,,,,
4649,Texas,TX,17,n/a,,,,,Party Votes:,R,"65,000",,"33,643",,,,,,,,,
4650,Texas,TX,17,H8TX06035,(I),Chet,Edwards,"Edwards, Chet",,D,"11,244",100.00%,,,"63,138",36.57%,,,,,,
4651,Texas,TX,17,n/a,,,,,Party Votes:,D,"11,244",,,,,,,,,,,
4652,Texas,TX,17,H0TX17112,,Richard B.,Kelly,"Kelly, Richard B.",,LIB,*,,,,"2,808",1.63%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4653,Texas,TX,17,n/a,,,,,District Votes:,,"76,244",,"33,643",,"172,642",,,,,,,
4654,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4655,Texas,TX,18,H4TX18054,(I),Sheila Jackson,Lee,"Lee, Sheila Jackson",,D,"21,570",66.96%,,,"85,108",70.15%,,,,,,
4656,Texas,TX,18,H0TX18219,,Jarvis,Johnson,"Johnson, Jarvis",,D,"9,133",28.35%,,,,,,,,,,
4657,Texas,TX,18,H0TX18227,,Sean,Roberts,"Roberts, Sean",,D,"1,508",4.68%,,,,,,,,,,
4658,Texas,TX,18,n/a,,,,,Party Votes:,D,"32,211",,,,,,,,,,,
4659,Texas,TX,18,H8TX18139,,John ,Faulk,"Faulk, John ",,R,"5,188",56.82%,,,"33,067",27.26%,,,,,,
4660,Texas,TX,18,H0TX18201,,Brenda,Page,"Page, Brenda",,R,"2,743",30.04%,,,,,,,,,,
4661,Texas,TX,18,H0TX18193,,Tex,Christopher,"Christopher, Tex",,R,"1,199",13.13%,,,,,,,,,,
4662,Texas,TX,18,n/a,,,,,Party Votes:,R,"9,130",,,,,,,,,,,
4663,Texas,TX,18,H8TX18154,,Mike,Taylor,"Taylor, Mike",,LIB,*,,,,"3,118",2.57%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4664,Texas,TX,18,H0TX18235,,"Charles B. ""ChuckM""",Meyer,"Meyer, Charles B. ""ChuckM""",,W,,,,,28,0.02%,,,,,,
4665,Texas,TX,18,n/a,,,,,District Votes:,,"41,341",,,,"121,321",,,,,,,
4666,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4667,Texas,TX,19,H4TX19102,(I),Randy,Neugebauer,"Neugebauer, Randy",,R,"63,780",100.00%,,,"106,059",77.78%,,,,,,
4668,Texas,TX,19,n/a,,,,,Party Votes:,R,"63,780",,,,,,,,,,,
4669,Texas,TX,19,H0TX19043,,Andy,Wilson,"Wilson, Andy",,D,"8,256",100.00%,,,"25,984",19.06%,,,,,,
4670,Texas,TX,19,n/a,,,,,Party Votes:,D,"8,256",,,,,,,,,,,
4671,Texas,TX,19,H4TX19235,,"Richard ""Chip""",Peterson,"Peterson, Richard ""Chip""",,LIB,*,,,,"4,315",3.16%,,,"* The Libertarian Party nominated by convention on March 13, 2010, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 20, 2010, for all other Congressional Districts.  Convention nominees are noted with an asterisk.",,,
4672,Texas,TX,19,n/a,,,,,District Votes:,,"72,036",,,,"136,358",,,,,,,
4673,Texas,TX,,n/a,,,,,,,,,,,,,,,,,,
4674,Texas,TX,20,H8TX20077,(I),Charles A.,Gonzales,"Gonzales, Charles A.",,D,"16,935",100.00%,,,"58,645",63.62%,,,,,,
4675,Texas,TX,20,n/a,,,,,Party Votes:,D,"16,935",,,,,,,,,,,
4676,Texas,TX,20,H0TX20066,,Clayton,Trotter,"Trotter, Clayton",,R,"3,838",32.46%,"2,430",71.74%,"31,757",34.45%,,,,,,
4677,Texas,TX,20,H0TX20074,,"Joseph ""Jamie""",Martinez,"Martinez, Joseph ""Jamie""",,R,"3,510",29.69%,957,28.26%,,,,,,,,
4678,Texas,TX,20,H0TX20082,,"Charles A., Jr.",Shipp,"Shipp, Charles A., Jr.",,R,"2,479",20.97%,,,,,,,,,,
4679,Texas,TX,20,H0TX20058,,Alan,Strack,"Strack, Alan",,R,"1,997",16.89%,,,,,,,,,,
